id,query,syntax,semantic,results,correctness level,normalized value,,,,
328,"Select * FROM Writes, Artist, Track WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id ANDTrack.title='Californication' ;",0,0,0,1,0,,,,
102,"Select * From Track, Writes, Artist Where Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.title='Californication'",1,0,0,2,0.142857,,,,
235,"Select * from Artist, Writes, Track where Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",1,1,1,8,1,,,,
155,"Select * from Track, Writes, Artist where Track.artist_id = Writes.artist_id and Writes.artist_id = Artist.artist_id and Track.title = 'Californication';",1,0,0,2,0.142857,,,,
273,"Select Artist.name From Track, Writes, Artist where Track.track_id==Writes.track_id AND Writes.artist_id==Artist.artist_id AND Track.track_title='Californication'; ",1,0,0,2,0.142857,,,,
66,"Select DISTINCT A.name FROM Artist A, Writes w, Track T WHERE W.artist_id = A.artist_id AND T.track_id = W.track_id AND T.track_title = 'Californication';",1,0,0,2,0.142857,,,,
40,"WHERE (Writes.artist_id=Artist.artist_id) AND (Track.track_id=Writes.track_id) AND (Track.title='Californication') FROM (Track, Writes, Artist);",0,0,0,1,0,,,,
19,select * from Artist natural join Writes natural join Track where track_title='Californication';,1,0,0,2,0.142857,,,,
280,"select * from Track, Writes, Artist Where Track.track_id=Writes.track_id AND Track.track_title= 'Californication' And Artist.artist_id=Writes.artist_id;",1,1,1,8,1,,,,
86,"select * from track, writes,artist where Writes.artist_id=Artist.artist_id and Track.track_id=Writes.track_id and Track_title='Californication';",1,1,1,8,1,,,,
204,"select * from writes, track, artist where writes.artist_id = artist.artist_id and track.track_id = writes.track_id and track.track_title = 'Californication';",1,1,1,8,1,,,,
162,"select Artist.name from Track, Writes, Artist where Track.track_title='Californication' and track.track_id = writes.track_id and writes.artist_id = Artist.artist_id ;",1,0,0,2,0.142857,,,,
124,"select b.name from writes a, artist b, Track c where a.artist_id=b.artist_id and c.track_id=a.track_id and c.track_title='Californication';",1,0,0,2,0.142857,,,,
37,"select distinct artist.name, writes.role from artist, writes, track WHERE artist.artist_id = writes.artist_id AND role = 'lyricist' AND writes.track_id = track.track_id AND track_title = 'Californication'; ",1,0,0,2,0.142857,,,,
342,"select name from Artist, Writes, Track where Track.title='Californication'",1,0,0,2,0.142857,,,,
338,select name from Track natural join Writes natural join Artist where track_title = 'Californication';,1,0,0,2,0.142857,,,,
38,"select name from Track, Writes, Artist where Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id AND track_title == 'Californication';",1,0,0,2,0.142857,,,,
142,"select name, role from Track, Writes, Artist where Writes.artist_id=Artist.artist_id and Track.track_id = Writes.track_id and Track.track_title = 'Californication';",1,0,0,2,0.142857,,,,
48,"select name, role from Track, Writes, Artist where track.track_title = 'Californication' and Track.track_id = Writes.track_id and Writes.artist_id = Artist.artist_id",1,0,0,2,0.142857,,,,
174,"select name, role from artist, writes, track where writes.artist_id = artist.artist_id and track.track_id = writes.track_id and track.track_title = 'Californication';",1,0,0,2,0.142857,,,,
287,πWrites.artist_id(Track ⨝ Artist.artist_id(σTrack.track_id = Writes.track.id(σTrack.title='Californication'(Track X Writes X Artist)))),0,0,0,1,0,,,,
54,σTrack.title='Californication'(σWrites.artist_id=Artist.artist_id(σTrack.track_id=Writes.track_id(Track x Writes x Artist))),0,0,0,1,0,,,,
203,σ_Writes.artist_id=Artist.artist_id ∧ σ_Track.track_id=Writes.track_id ∧ σ_Track.title='Californication' (Track ⨝ Writes ⨝ Artist),0,0,0,1,0,,,,
